,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2022-N11880,49.6122,-115.521, 2022-08-24 01:29:00,2.81, BH,2022-09-15 14:49:40+00:00
1,bc,2022-V11989,49.915,-121.391, 2022-08-26 00:34:00,62.0, UC,2022-09-15 14:49:40+00:00
2,mb,NO110,53.9306,-94.7225, 2022-09-08 05:00:00,2.0, OC,2022-09-15 14:49:40+00:00
3,mb,NO107,54.6086,-97.8136, 2022-09-06 05:00:00,1.0, UC,2022-09-15 14:49:40+00:00
4,conus,Lake 3,47.893,-91.429, 2022-09-07 13:30:00,0.0, 30% contained,2022-09-15 14:49:40+00:00
5,yt,2022XY027,60.593,-135.017, 2022-09-12 20:41:00,0.0, OC,2022-09-15 14:49:40+00:00
6,mb,NO106,53.8483,-94.755, 2022-09-05 05:00:00,0.2, UC,2022-09-15 14:49:40+00:00
7,bc,2022-N72329,50.2698,-116.716, 2022-09-08 22:14:00,0.01, OC,2022-09-15 14:49:40+00:00
8,nt,SS081-22,60.4808,-106.097, 2022-08-29 15:22:00,73.0, OC,2022-09-15 14:49:40+00:00
9,bc,2022-V50688,50.8448,-124.68, 2022-07-23 19:35:00,39.02, OC,2022-09-15 14:49:40+00:00
10,bc,2022-N72263,49.6497,-117.312, 2022-09-04 23:34:00,660.0, OC,2022-09-15 14:49:40+00:00
11,bc,2022-N41303,50.9282,-117.866, 2022-08-12 22:24:00,360.0, OC,2022-09-15 14:49:40+00:00
12,bc,2022-N41640,51.242,-118.063, 2022-08-20 05:00:00,25.0, BH,2022-09-15 14:49:40+00:00
13,bc,2022-N41671,51.2287,-118.144, 2022-08-20 19:22:00,67.0, OC,2022-09-15 14:49:40+00:00
14,conus,Quartz,48.854,-114.025, 2022-08-14 10:15:00,802.305, 0% contained,2022-09-15 14:49:40+00:00
15,sk,22DB-CLEMENT,55.7021,-103.302, 2022-09-11 23:50:18,4.0, OC,2022-09-15 14:49:40+00:00
16,bc,2022-N41922,51.5271,-118.173, 2022-08-24 22:12:00,1.7, BH,2022-09-15 14:49:40+00:00
17,bc,2022-N41057,51.183,-118.085, 2022-08-04 02:43:00,379.0, OC,2022-09-15 14:49:40+00:00
18,bc,2022-K42324,50.641,-118.326, 2022-09-08 14:15:00,286.0, OC,2022-09-15 14:49:40+00:00
19,conus,Potter,43.375,-122.343, 2022-07-31 09:00:00,255.96, 99% contained,2022-09-15 14:49:40+00:00
20,conus,Ursus,47.38,-113.025, ,1690.47, 0% contained,2022-09-15 14:49:40+00:00
21,conus,George Lake,47.378,-113.48, 2022-09-06 00:00:00,253.125, 0% contained,2022-09-15 14:49:40+00:00
22,conus,NW Pasaytens,48.913,-120.818, 2022-09-06 06:00:00,3707.77, 0% contained,2022-09-15 14:49:40+00:00
23,conus,Sawtell Peak,44.54,-111.404, 2022-08-31 13:22:00,14.985, 100% contained,2022-09-15 14:49:40+00:00
24,bc,2022-R90474,59.3855,-131.284, 2022-07-04 20:15:00,1100.0, UC,2022-09-15 14:49:40+00:00
25,bc,2022-N51361,50.4864,-117.717, 2022-08-13 15:04:00,5.0, BH,2022-09-15 14:49:40+00:00
26,mb,NO104,54.1672,-94.3461, 2022-09-05 05:00:00,30.0, OC,2022-09-15 14:49:40+00:00
27,mb,NO109,53.8692,-94.6367, 2022-09-07 05:00:00,0.1, OC,2022-09-15 14:49:40+00:00
28,bc,2022-N41641,51.2462,-118.05, 2022-08-20 05:02:00,157.0, OC,2022-09-15 14:49:40+00:00
29,conus,Margaret,48.1,-113.808, 2022-08-22 00:00:00,436.185, 0% contained,2022-09-15 14:49:40+00:00
30,ak,Biederman,65.3239,-142.643, 2022-07-04 00:00:00,2727.09, Unstaffed/Uncontaine,2022-09-15 14:49:40+00:00
31,bc,2022-K62235,49.4291,-120.933, 2022-09-03 01:10:00,120.0, OC,2022-09-15 14:49:40+00:00
32,conus,Blackburn,47.076,-115.256, 2022-08-14 15:00:00,301.725, 3% contained,2022-09-15 14:49:40+00:00
33,bc,2022-N11134,49.5575,-116.324, 2022-08-08 21:51:00,422.0, OC,2022-09-15 14:49:40+00:00
34,bc,2022-V12294,49.0701,-120.686, 2022-09-05 23:51:00,0.01, OC,2022-09-15 14:49:40+00:00
35,bc,2022-V12280,49.0023,-121.118, 2022-09-05 21:27:00,0.3, UC,2022-09-15 14:49:40+00:00
36,bc,2022-N12278,50.1873,-114.967, 2022-09-05 21:19:00,0.3, UC,2022-09-15 14:49:40+00:00
37,bc,2022-V12209,49.6953,-121.242, 2022-09-02 01:49:00,4.1, BH,2022-09-15 14:49:40+00:00
38,bc,2022-N52340,50.3103,-117.579, 2022-09-09 21:28:00,0.01, OC,2022-09-15 14:49:40+00:00
39,sk,22LA-BAILEY,55.7939,-103.669, 2022-08-18 20:49:09,1000.0, OC,2022-09-15 14:49:40+00:00
40,bc,2022-N52313,50.8807,-117.688, 2022-09-07 22:34:00,1.1, BH,2022-09-15 14:49:40+00:00
41,bc,2022-N41639,51.2495,-118.092, 2022-08-20 04:58:00,56.0, BH,2022-09-15 14:49:40+00:00
42,bc,2022-N41918,51.4947,-118.106, 2022-08-24 21:03:00,25.0, BH,2022-09-15 14:49:40+00:00
43,ak,Chitanana,64.8753,-151.641, 2022-06-19 00:00:00,41294.9, Unstaffed/Uncontaine,2022-09-15 14:49:40+00:00
44,conus,Cannon,47.716,-113.56, 2022-08-07 00:00:00,758.16, 0% contained,2022-09-15 14:49:40+00:00
45,bc,2022-N22203,50.926,-116.877, 2022-09-02 01:04:00,0.1, UC,2022-09-15 14:49:40+00:00
46,bc,2022-V11595,50.071,-122.037, 2022-08-20 01:03:00,895.0, OC,2022-09-15 14:49:40+00:00
47,bc,2022-V12158,49.9866,-121.87, 2022-08-31 00:27:00,124.0, OC,2022-09-15 14:49:40+00:00
48,conus,Wolf Fang,45.138,-114.686, 2022-07-13 13:45:00,829.44, 0% contained,2022-09-15 14:49:40+00:00
49,bc,2022-K72008,50.6614,-122.0, 2022-08-26 03:05:00,2.0, BH,2022-09-15 14:49:40+00:00
50,bc,2022-K71192,50.806,-121.98, 2022-08-11 05:17:00,0.6, UC,2022-09-15 14:49:40+00:00
51,on,NIP_FIRE_023,51.4562,-88.2169, 2022-09-12 16:03:00,0.6, OC,2022-09-15 14:49:40+00:00
52,bc,2022-K71995,51.0147,-122.375, 2022-08-26 01:04:00,4000.0, OC,2022-09-15 14:49:40+00:00
53,bc,2022-V50368,50.8751,-124.73, 2022-06-29 00:22:00,258.0, OC,2022-09-15 14:49:40+00:00
54,bc,2022-K50863,49.3697,-119.817, 2022-07-30 00:28:00,7042.0, UC,2022-09-15 14:49:40+00:00
55,bc,2022-K41540,51.2927,-118.657, 2022-08-18 23:01:00,17.9, BH,2022-09-15 14:49:40+00:00
