,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,mb,NO020,58.6767,-100.594, 2022-07-13 05:00:00,144.0, OC,2022-08-09 06:43:53+00:00
1,mb,NO022,58.435,-99.0022, 2022-07-13 05:00:00,469.2, OC,2022-08-09 06:43:53+00:00
2,mb,NO005,59.3419,-101.512, 2022-06-21 05:00:00,1439.0, OC,2022-08-09 06:43:53+00:00
3,mb,NO024,56.5719,-101.589, 2022-07-13 05:00:00,1800.0, OC,2022-08-09 06:43:53+00:00
4,mb,NO003,55.855,-100.296, 2022-06-14 05:00:00,2714.0, OC,2022-08-09 06:43:53+00:00
5,mb,NO042,56.5556,-99.0486, 2022-07-16 05:00:00,0.5, OC,2022-08-09 06:43:53+00:00
6,mb,WE019,55.5075,-100.663, 2022-07-12 05:00:00,24000.0, OC,2022-08-09 06:43:53+00:00
7,mb,NO025,55.7519,-100.702, 2022-07-13 05:00:00,350.0, OC,2022-08-09 06:43:53+00:00
8,mb,NO041,55.8561,-100.582, 2022-07-16 05:00:00,200.0, OC,2022-08-09 06:43:53+00:00
9,nt,FS004-22,63.7368,-121.369, 2022-06-02 22:49:00,28000.0, OC,2022-08-09 06:43:53+00:00
10,mb,NO001,56.5836,-99.2147, 2022-06-12 05:00:00,3800.0, UC,2022-08-09 06:43:53+00:00
11,mb,NO007,57.1058,-100.792, 2022-06-28 05:00:00,1183.8, OC,2022-08-09 06:43:53+00:00
12,mb,NO021,58.2169,-99.4325, 2022-07-13 05:00:00,144.0, OC,2022-08-09 06:43:53+00:00
13,mb,NO027,56.0108,-100.662, 2022-07-13 05:00:00,1300.0, OC,2022-08-09 06:43:53+00:00
14,mb,NO032,56.3064,-101.332, 2022-07-15 05:00:00,135.0, OC,2022-08-09 06:43:53+00:00
15,mb,NO043,56.0394,-100.889, 2022-07-17 05:00:00,1229.5, OC,2022-08-09 06:43:53+00:00
16,mb,NO031,56.3669,-100.291, 2022-07-14 05:00:00,352.5, OC,2022-08-09 06:43:53+00:00
17,nt,ZF034-22,63.825,-120.092, 2022-07-08 15:33:00,4326.0, OC,2022-08-09 06:43:53+00:00
18,yt,2022WL014,60.5226,-126.174, 2022-07-04 00:03:00,10893.0, OC,2022-08-09 06:43:53+00:00
19,mb,EA012,52.6697,-96.4333, 2022-07-18 05:00:00,150.0, OC,2022-08-09 06:43:53+00:00
20,ak,South Fork Kuskokwim,62.812,-153.928, 2022-07-07 00:00:00,1159.83, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
21,ak,Submarine Creek,63.2934,-154.734, 2022-06-07 00:00:00,14544.0, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
22,yt,2022WL021,60.1816,-125.122, 2022-07-06 05:36:00,1274.0, OC,2022-08-09 06:43:53+00:00
23,nt,ZF017-22,65.1555,-118.883, 2022-06-19 23:02:00,46708.0, OC,2022-08-09 06:43:53+00:00
24,nt,ZF025-22,64.76,-117.228, 2022-06-29 16:15:00,32075.0, OC,2022-08-09 06:43:53+00:00
25,mb,WE029,54.7378,-100.885, 2022-07-15 05:00:00,650.0, UC,2022-08-09 06:43:53+00:00
26,mb,WE025,53.5194,-101.421, 2022-07-13 05:00:00,170.0, UC,2022-08-09 06:43:53+00:00
27,mb,NO023,56.8569,-101.888, 2022-07-13 05:00:00,152.0, OC,2022-08-09 06:43:53+00:00
28,ak,Ponglevik River,62.2756,-164.405, 2022-06-10 00:00:00,1246.83, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
29,mb,NO044,55.9961,-100.953, 2022-07-17 05:00:00,551.3, OC,2022-08-09 06:43:53+00:00
30,ak,North Fork,67.2576,-148.691, 2022-06-21 00:00:00,24584.9, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
31,pc,2022NA8,61.2357,-125.964, 2022-07-23 18:50:06,176.0, OC,2022-08-09 06:43:53+00:00
32,nt,EV009-22,67.0503,-131.1, 2022-07-07 17:00:00,1058.0, OC,2022-08-09 06:43:53+00:00
33,mb,NO035,56.6242,-98.5908, 2022-07-15 05:00:00,27.3, UC,2022-08-09 06:43:53+00:00
34,ak,Aghaluk Mountain,61.5703,-158.006, 2022-06-06 00:00:00,46550.9, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
35,ak,Eddy Creek,64.4078,-157.705, 2022-06-18 00:00:00,1711.82, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
36,ak,Gagaryah River,61.5758,-155.85, 2022-06-05 00:00:00,15746.3, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
37,nt,EV007-22,66.9962,-131.547, 2022-07-07 14:30:00,5120.0, OC,2022-08-09 06:43:53+00:00
38,conus,Wildcat BAER,41.646,-115.294, ,8678.75, 100% contained,2022-08-09 06:43:53+00:00
39,yt,2022DA020,64.1747,-140.655, 2022-07-04 04:32:00,51.0, OC,2022-08-09 06:43:53+00:00
40,yt,2022DA039,64.5696,-140.154, 2022-07-11 01:28:00,218.0, OC,2022-08-09 06:43:53+00:00
41,nt,VQ027-22,66.3807,-127.732, 2022-07-11 15:58:00,359.0, OC,2022-08-09 06:43:53+00:00
42,yt,2022DA029,65.7269,-140.682, 2022-07-07 01:15:00,693.0, OC,2022-08-09 06:43:53+00:00
43,ak,Bear Paw,64.03,-151.22, 2022-07-07 00:00:00,1298.35, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
44,ab,MWF-034-2022,59.5952,-110.838, 2022-06-30 22:40:00,1301.6, BH,2022-08-09 06:43:53+00:00
45,ak,Thluichohnjik,67.4944,-144.488, 2022-07-15 00:00:00,22.18, Unstaffed/Uncontaine,2022-08-09 06:43:53+00:00
46,yt,2022DA018,63.3007,-138.57, 2022-07-03 23:18:00,422.0, OC,2022-08-09 06:43:53+00:00
47,yt,2022DA035,64.2474,-138.108, 2022-07-08 01:21:00,135.0, OC,2022-08-09 06:43:53+00:00
48,yt,2022DA009,65.5598,-137.96, 2022-06-27 02:04:00,319.0, OC,2022-08-09 06:43:53+00:00
49,yt,2022OC003,68.0961,-138.285, 2022-07-07 02:00:00,3226.0, OC,2022-08-09 06:43:53+00:00
50,yt,2022DA031,65.6823,-138.662, 2022-07-07 23:38:00,413.0, OC,2022-08-09 06:43:53+00:00
