,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,timestamp
0,sk,23LA-DECEPTION,56.5541,-104.258, 2023-05-12 17:58:36,1000.0, OC, CST,2023-06-01 22:38:01
1,ak,FWA SAC Rx,64.8023,-147.613, 2023-04-21 00:00:00,819.49, Prescribed,,2023-06-01 22:38:01
2,sk,23LA-KOLWASKIE,57.2352,-102.716, 2023-05-12 17:23:55,3500.0, OC, CST,2023-06-01 22:38:01
3,ab,EWF-039-2023,53.4706,-115.871, 2023-05-06 03:51:00,165.0, BH, MDT,2023-06-01 22:38:01
4,ab,EWF-037-2023,53.91,-117.559, 2023-05-06 16:47:00,578.0, BH, MDT,2023-06-01 22:38:01
5,bc,2023-V10313,49.3036,-122.218, 2023-05-14 23:02:00,19.23, UC, PDT,2023-06-01 22:38:01
6,ak,Stuart Creek Rx,64.7068,-146.606, 2023-05-03 00:00:00,5908.4, Pre,,2023-06-01 22:38:01
7,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, OC, MDT,2023-06-01 22:38:01
8,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,123670.0, OC, MDT,2023-06-01 22:38:01
9,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,16728.0, OC, MDT,2023-06-01 22:38:01
10,ab,EWF-040-2023,53.9356,-117.776, 2023-05-06 17:05:00,684.0, BH, MDT,2023-06-01 22:38:01
11,ak,DTAE Jarvis Rx,63.987,-145.674, 2023-04-21 00:00:00,458.91, Pre,,2023-06-01 22:38:01
12,bc,2023-G70412,56.0865,-121.967, 2023-05-20 04:07:00,4.0, UC, PDT,2023-06-01 22:38:01
13,bc,2023-G80175,56.5319,-121.925, 2023-05-03 04:05:00,385.0, UC, PDT,2023-06-01 22:38:01
14,bc,2023-G90266,59.4932,-126.32, 2023-05-11 02:40:00,14.5, UC, PDT,2023-06-01 22:38:01
15,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6171.0, UC, PDT,2023-06-01 22:38:01
16,ab,GWF-019-2023,54.7357,-119.033, 2023-05-05 20:57:00,19435.0, BH, MDT,2023-06-01 22:38:01
17,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, BH, MDT,2023-06-01 22:38:01
18,ab,GWF-027-2023,54.5201,-117.357, 2023-05-13 18:44:00,55344.0, OC, MDT,2023-06-01 22:38:01
19,ab,WWF-023-2023,54.3939,-116.341, 2023-05-05 20:03:00,73479.0, OC, MDT,2023-06-01 22:38:01
20,bc,2023-C40384,51.6366,-121.926, 2023-05-19 06:05:00,536.0, UC, PDT,2023-06-01 22:38:01
21,ab,GWF-020-2023,55.075,-117.88, 2023-05-05 20:53:00,30.0, BH, MDT,2023-06-01 22:38:01
22,ab,PWF-036-2023,56.5305,-118.855, 2023-05-05 20:30:00,13.0, UC, MDT,2023-06-01 22:38:01
23,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, UC, PDT,2023-06-01 22:38:01
24,bc,2023-G40324,53.9544,-124.519, 2023-05-15 21:42:00,142.0, UC, PDT,2023-06-01 22:38:01
25,nt,SS005-23,60.8492,-115.694, 2023-05-14 15:45:00,3208.9, BH,,2023-06-01 22:38:01
26,pc,2023WB1,58.6371,-114.002, 2023-05-16 22:51:58,1168.0, OC,,2023-06-01 22:38:01
27,ab,LWF-114-2023,55.181,-111.994, 2023-05-12 20:47:00,5.0, UC, MDT,2023-06-01 22:38:01
28,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,43981.0, BH, MDT,2023-06-01 22:38:01
29,ab,LWF-023-2023,55.9246,-110.691, 2023-04-18 18:45:00,0.01, UC,,2023-06-01 22:38:01
30,bc,2023-G60452,55.724,-123.609, 2023-05-21 01:52:00,4.5, UC, PDT,2023-06-01 22:38:01
31,sk,23SR-KAY,59.6572,-109.611, 2023-05-19 18:13:18,3537.0, OC, CST,2023-06-01 22:38:01
32,bc,2023-K40416,50.3042,-118.461, 2023-05-20 17:45:00,0.01, UC, PDT,2023-06-01 22:38:01
33,ab,LWF-106-2023,55.9276,-112.433, 2023-05-10 21:09:00,2.1, UC, MDT,2023-06-01 22:38:01
34,bc,2023-G80291,56.5112,-121.222, 2023-05-13 23:03:00,29222.0, BH, PDT,2023-06-01 22:38:01
35,sk,23HB-CLEM,52.7274,-102.481, 2023-05-19 16:13:45,298.0, OC, CST,2023-06-01 22:38:01
36,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, OC, MDT,2023-06-01 22:38:01
37,bc,2023-R10501,53.9455,-126.076, 2023-05-25 22:52:00,13.5, UC, PDT,2023-06-01 22:38:01
38,bc,2023-G90288,59.9636,-120.987, 2023-05-13 20:30:00,70000.0, OC, PDT,2023-06-01 22:38:01
39,on,WAW_FIRE_002,48.615,-85.371, 2023-05-26 20:51:00,105.0, OC, GMT,2023-06-01 22:38:01
40,bc,2023-G90358,59.1388,-120.334, 2023-05-18 00:50:00,8000.0, OC, PDT,2023-06-01 22:38:01
41,ak,Barley Way,63.9789,-145.35, 2023-05-20 00:00:00,125.45, Unstaffed/Contained,,2023-06-01 22:38:01
42,ab,LSZ-001-2023,55.272,-110.026, 2023-05-24 13:00:00,4900.0, OC, MDT,2023-06-01 22:38:01
43,pc,2023WB4,58.3837,-112.247, 2023-05-28 21:44:23,0.2, OC,,2023-06-01 22:38:01
44,on,COC_FIRE_001,51.5566,-85.3216, 2023-05-28 20:52:00,45.0, OC, GMT,2023-06-01 22:38:01
45,ab,SWF-081-2023,56.9909,-113.459, 2023-05-14 18:37:00,20082.8, OC, MDT,2023-06-01 22:38:01
46,bc,2023-C30399,52.6166,-121.071, 2023-05-19 21:10:00,73.0, OC, PDT,2023-06-01 22:38:01
47,bc,2023-C30440,52.6309,-121.04, 2023-05-21 00:44:00,16.0, OC, PDT,2023-06-01 22:38:01
48,bc,2023-C30446,52.8373,-120.466, 2023-05-21 01:42:00,120.0, OC, PDT,2023-06-01 22:38:01
49,pc,2023WB6,59.7478,-112.071, 2023-05-28 06:19:35,1.0, OC,,2023-06-01 22:38:01
50,bc,2023-G80223,56.4112,-121.233, 2023-05-05 22:06:00,2947.0, UC, PDT,2023-06-01 22:38:01
51,bc,2023-V30293,50.0628,-123.331, 2023-05-13 23:33:00,38.0, UC, PDT,2023-06-01 22:38:01
52,sk,23LX-PAWR03,55.2417,-109.689, 2023-05-16 13:30:17,8617.0, OC, CST,2023-06-01 22:38:01
53,sk,23SR-RIACH,59.7405,-109.309, 2023-05-19 17:58:10,20000.0, OC, CST,2023-06-01 22:38:01
54,ak,Bison RX,63.8954,-145.312, 2023-05-09 00:00:00,371.46, Prescribed,,2023-06-01 22:38:01
55,ak,YTA Husky Rx,64.776,-147.062, 2023-04-21 00:00:00,161.87, Pre,,2023-06-01 22:38:01
56,pc,2023WB3,58.2736,-112.839, 2023-05-28 20:30:43,2300.0, OC,,2023-06-01 22:38:01
57,pc,2023WB2,59.3952,-112.452, 2023-05-28 20:27:16,12.0, OC,,2023-06-01 22:38:01
58,ab,RWF-034-2023,52.8151,-115.45, 2023-05-04 22:59:00,87108.0, OC, MDT,2023-06-01 22:38:01
59,ns,08-016-2023,45.0465,-63.9335, 2023-05-29 00:00:00,1.0, UC, ADT,2023-06-01 22:38:01
60,ab,WCU-001-2023,53.5614,-114.903, 2023-04-29 22:40:00,6281.0, OC,,2023-06-01 22:38:01
61,ab,WCU-002-2023,53.6246,-115.101, 2023-04-30 01:37:00,2477.0, OC,,2023-06-01 22:38:01
62,nb,61864,46.6495,-65.8152, 2023-05-28 16:44:00,3.5, BH, ADT,2023-06-01 22:38:01
63,nb,61902,45.6278,-65.9153, 2023-05-29 02:27:39,40.0, BH, ADT,2023-06-01 22:38:01
64,ab,PWF-035-2023,56.537,-118.874, 2023-05-05 20:30:00,0.3, UC, MDT,2023-06-01 22:38:01
65,bc,2023-G10411,53.5568,-121.767, 2023-05-20 02:04:00,55.0, UC, PDT,2023-06-01 22:38:01
66,bc,2023-G90273,58.0617,-121.912, 2023-05-12 20:25:00,29060.0, OC, PDT,2023-06-01 22:38:01
67,bc,2023-G90292,58.0517,-123.325, 2023-05-13 23:28:00,8856.0, BH, PDT,2023-06-01 22:38:01
68,ab,EWF-035-2023,53.8368,-115.783, 2023-05-05 20:03:00,19592.0, OC, MDT,2023-06-01 22:38:01
69,sk,23BN-BRIDGE,56.466,-108.683, 2023-05-29 13:16:41,30.0, OC, CST,2023-06-01 22:38:01
70,ns,08-015-2023,45.0442,-64.1863, 2023-05-28 20:00:00,0.6, UC, ADT,2023-06-01 22:38:01
71,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, BH, MDT,2023-06-01 22:38:01
72,ns,08-014-2023,45.0087,-63.774, 2023-05-27 20:00:00,0.8, UC, ADT,2023-06-01 22:38:01
73,pc,2023WB7,59.6748,-112.425, 2023-05-29 22:09:23,0.2, OC, MDT,2023-06-01 22:38:01
74,ab,MWF-021-2023,57.6939,-113.296, 2023-05-28 01:40:00,1362.0, BH, MDT,2023-06-01 22:38:01
75,ab,MWF-022-2023,57.7063,-113.135, 2023-05-28 01:53:00,1552.0, BH, MDT,2023-06-01 22:38:01
76,ab,PWF-049-2023,57.0816,-118.129, 2023-05-29 20:20:00,2.77, BH, MDT,2023-06-01 22:38:01
77,ab,MWF-023-2023,57.9763,-113.215, 2023-05-28 17:15:00,16687.0, BH, MDT,2023-06-01 22:38:01
78,mb,EA024,50.3994,-95.7533, 2023-05-26 05:00:00,17.0, UC, CDT,2023-06-01 22:38:01
79,nt,FS003-23,62.554,-124.644, 2023-05-17 14:30:00,12453.0, OC, MDT,2023-06-01 22:38:01
80,nt,FS005-23,62.8533,-124.842, 2023-05-19 22:25:00,540.0, OC, MDT,2023-06-01 22:38:01
81,nt,FS004-23,63.2583,-125.12, 2023-05-17 14:30:00,10335.0, OC, MDT,2023-06-01 22:38:01
82,nb,61982,46.4134,-67.4673, 2023-05-30 07:06:34,0.1, BH, ADT,2023-06-01 22:38:01
83,nb,61886,46.1258,-65.9912, 2023-05-28 22:27:53,32.0, BH, ADT,2023-06-01 22:38:01
84,mb,NO007,54.5228,-97.7611, 2023-05-15 05:00:00,3436.1, UC, CDT,2023-06-01 22:38:01
85,mb,EA022,50.625,-96.4539, 2023-05-25 05:00:00,2.2, UC, CDT,2023-06-01 22:38:01
86,mb,EA027,51.5419,-98.6289, 2023-05-29 05:00:00,19.2, UC, CDT,2023-06-01 22:38:01
87,nt,FS002-23,61.8247,-123.87, 2023-05-19 21:49:00,14550.0, OC, MDT,2023-06-01 22:38:01
88,pc,2023NA1,61.8325,-123.936, 2023-05-16 19:52:18,57130.0, OC, MDT,2023-06-01 22:38:01
89,bc,2023-N20466,50.6875,-115.826, 2023-05-21 19:28:00,40.0, UC, PDT,2023-06-01 22:38:01
90,ns,14-005-2023,45.2036,-61.6407, 2023-05-30 00:00:00,1.1, UC, ADT,2023-06-01 22:38:01
91,ab,LWF-142-2023,55.2798,-113.233, 2023-05-30 21:11:00,0.1, UC, MDT,2023-06-01 22:38:01
92,sk,23LA-MCCRAE,56.0684,-105.852, 2023-05-11 17:13:38,71000.0, OC, CST,2023-06-01 22:38:01
93,ab,SWF-068-2023,55.8778,-116.408, 2023-05-05 19:12:00,122289.0, OC, MDT,2023-06-01 22:38:01
94,ab,EWF-050-2023,53.4066,-115.484, 2023-05-27 23:40:00,1.1, UC, MDT,2023-06-01 22:38:01
