,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2023-G80173,56.934,-120.978, 2023-05-03 00:33:00,4.0, UC,2023-05-05 18:36:51
1,bc,2023-G70168,55.6748,-120.101, 2023-05-02 22:21:00,1.0, UC,2023-05-05 18:36:51
2,bc,2023-G80117,56.5133,-122.007, 2023-04-29 00:18:00,50.0, UC,2023-05-05 18:36:51
3,bc,2023-C40197,51.292,-122.009, 2023-05-04 01:34:00,53.0, BH,2023-05-05 18:36:51
4,ab,EWF-027-2023,53.341,-117.133, 2023-05-03 23:04:00,0.01, UC,2023-05-05 18:36:51
5,ab,EWF-028-2023,53.7142,-115.817, 2023-05-04 00:30:00,0.1, UC,2023-05-05 18:36:51
6,bc,2023-G70170,55.8229,-120.964, 2023-05-02 23:37:00,4.1, BH,2023-05-05 18:36:51
7,bc,2023-C20093,51.9843,-122.636, 2023-04-27 00:31:00,60.0, UC,2023-05-05 18:36:51
8,mb,EA004,51.7097,-98.6408, 2023-05-03 05:00:00,50.0, UC,2023-05-05 18:36:51
9,ab,WWF-022-2023,54.2065,-116.031, 2023-05-04 21:45:00,0.01, UC,2023-05-05 18:36:51
10,ns,05-05-2023,44.341,-65.9681, 2023-05-04 06:00:00,1.0, UC,2023-05-05 18:36:51
11,bc,2023-R30212,54.8237,-127.112, 2023-05-05 02:19:00,0.01, OC,2023-05-05 18:36:51
12,bc,2023-K40194,50.8109,-119.656, 2023-05-04 00:36:00,0.01, UC,2023-05-05 18:36:51
13,ab,RWF-030-2023,52.8647,-115.819, 2023-05-04 18:59:00,0.01, BH,2023-05-05 18:36:51
14,ab,GWF-015-2023,55.6533,-119.007, 2023-05-01 02:25:00,7.4, UC,2023-05-05 18:36:51
15,bc,2023-G70116,56.0751,-120.689, 2023-04-29 00:10:00,10.0, UC,2023-05-05 18:36:51
16,pc,2023BA2,51.1985,-115.542, 2023-04-28 23:01:35,24.0, UC,2023-05-05 18:36:51
17,ab,WWF-021-2023,54.6023,-116.283, 2023-05-04 17:09:00,0.01, UC,2023-05-05 18:36:51
18,sk,23PA-MIR01,53.1255,-106.822, 2023-05-03 16:06:36,5.0, UC,2023-05-05 18:36:51
19,ab,PWF-028-2023,56.4769,-116.413, 2023-05-05 02:12:00,0.8, BH,2023-05-05 18:36:51
20,ab,SWF-059-2023,56.0543,-115.008, 2023-05-04 22:00:00,2.5, OC,2023-05-05 18:36:51
21,bc,2023-G70124,55.8354,-121.848, 2023-04-29 05:31:00,100.0, BH,2023-05-05 18:36:51
22,nl,104,49.0471,-55.0471, 2023-04-30 00:00:00,3.0, UC,2023-05-05 18:36:51
23,bc,2023-K70092,50.762,-122.783, 2023-04-26 23:51:00,7.7, UC,2023-05-05 18:36:51
24,pc,2023PA1,53.908,-106.08, 2023-04-29 22:03:29,40.0, UC,2023-05-05 18:36:51
25,ab,RWF-021-2023,52.5116,-115.595, 2023-05-03 22:14:00,0.5, UC,2023-05-05 18:36:51
26,ab,SWF-065-2023,56.0015,-114.9, 2023-05-05 03:15:00,0.2, BH,2023-05-05 18:36:51
27,bc,2023-V50205,49.8282,-124.131, 2023-05-04 20:58:00,0.5, BH,2023-05-05 18:36:51
28,mb,EA006,49.6353,-95.6661, 2023-05-04 05:00:00,7.0, BH,2023-05-05 18:36:51
29,ab,CWF-003-2023,51.2221,-114.85, 2023-05-01 21:25:00,0.5, UC,2023-05-05 18:36:51
30,ab,RWF-027-2023,52.82,-115.905, 2023-05-04 02:00:00,1200.0, OC,2023-05-05 18:36:51
31,sk,23LX-CLFN01,55.0965,-108.286, 2023-05-04 13:30:27,0.5, OC,2023-05-05 18:36:51
