,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,nt,SS028-23,61.2914,-103.791, 2023-06-30 15:29:00,1093.0, OC, MDT, MON,2023-10-09 06:49:48
1,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT, FUL,2023-10-09 06:49:48
2,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT, FUL,2023-10-09 06:49:48
3,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-10-09 06:49:48
4,ab,SWF-103-2023,56.8033,-115.089, 2023-06-21 22:36:00,40.5, UC, MDT, FUL,2023-10-09 06:49:48
5,nt,VQ014-23,66.6111,-128.729, 2023-07-10 00:46:00,2.0, OC, MDT, MON,2023-10-09 06:49:48
6,nt,SS031-23,60.5322,-112.505, 2023-07-15 19:00:00,0.1, OC, MDT, FUL,2023-10-09 06:49:48
7,nt,SS012-23,60.5739,-118.027, 2023-06-05 23:30:00,18.2, BH, MDT, MOD,2023-10-09 06:49:48
8,nt,FS016-23,60.14,-123.015, 2023-07-07 23:47:00,6.0, OC, MDT, FUL,2023-10-09 06:49:48
9,nt,FS013-23,60.5224,-122.895, 2023-07-05 00:43:00,1.0, OC, MDT, FUL,2023-10-09 06:49:48
10,nt,FS007-23,60.7851,-121.359, 2023-06-05 19:24:00,333.0, OC, MDT, FUL,2023-10-09 06:49:48
11,nt,FS009-23,60.1275,-123.822, 2023-06-10 22:08:00,66.0, OC, MDT, MOD,2023-10-09 06:49:48
12,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC, , FUL,2023-10-09 06:49:48
13,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, UC, MDT, FUL,2023-10-09 06:49:48
14,ab,MNZ-001-2023,58.0639,-112.669, 2023-06-03 15:25:00,2595.0, BH, MDT, FUL,2023-10-09 06:49:48
15,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, UC, MDT, FUL,2023-10-09 06:49:48
16,on,COC_FIRE_034,54.6507,-85.6523, 2023-07-05 11:10:00,150.0, OC, GMT, MON,2023-10-09 06:49:48
