,agency,firename,lat,lon,startdate,hectares,stage_of_control,timezone,response_type,timestamp
0,nt,SS028-23,61.2914,-103.791, 2023-06-30 15:29:00,1093.0, OC, MDT, MON,2023-09-25 16:52:21
1,ab,SWF-086-2023,55.1798,-114.116, 2023-05-17 02:17:00,4742.0, UC, MDT, FUL,2023-09-25 16:52:21
2,ab,SWF-087-2023,55.2281,-114.275, 2023-05-17 02:29:00,1036.0, UC, MDT, FUL,2023-09-25 16:52:21
3,ab,LWF-158-2023,55.9235,-110.689, 2023-06-22 16:42:00,0.01, UC, MDT, FUL,2023-09-25 16:52:21
4,ab,SWF-103-2023,56.8033,-115.089, 2023-06-21 22:36:00,40.5, UC, MDT, FUL,2023-09-25 16:52:21
5,bc,2023-K71032,50.6616,-123.093, 2023-07-01 18:57:00,200.0, OC, PDT, MOD,2023-09-25 16:52:21
6,nt,ZF030-23,63.0474,-116.089, 2023-07-06 22:00:00,50.0, UC, MDT, FUL,2023-09-25 16:52:21
7,nt,ZF014-23,63.2415,-114.374, 2023-06-29 22:57:00,200.0, OC, MDT, MON,2023-09-25 16:52:21
8,nt,ZF009-23,64.2089,-114.145, 2023-06-28 23:45:00,57.2, UC, MDT, FUL,2023-09-25 16:52:21
9,nt,VQ014-23,66.6111,-128.729, 2023-07-10 00:46:00,2.0, OC, MDT, MON,2023-09-25 16:52:21
10,nt,SS031-23,60.5322,-112.505, 2023-07-15 19:00:00,0.1, OC, MDT, FUL,2023-09-25 16:52:21
11,nt,SS012-23,60.5739,-118.027, 2023-06-05 23:30:00,18.2, BH, MDT, MOD,2023-09-25 16:52:21
12,nt,FS016-23,60.14,-123.015, 2023-07-07 23:47:00,6.0, OC, MDT, FUL,2023-09-25 16:52:21
13,nt,FS013-23,60.5224,-122.895, 2023-07-05 00:43:00,1.0, OC, MDT, FUL,2023-09-25 16:52:21
14,nt,FS009-23,60.1275,-123.822, 2023-06-10 22:08:00,66.0, OC, MDT, MOD,2023-09-25 16:52:21
15,nt,FS007-23,60.7851,-121.359, 2023-06-05 19:24:00,333.0, OC, MDT, FUL,2023-09-25 16:52:21
16,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC, , FUL,2023-09-25 16:52:21
17,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, UC, MDT, FUL,2023-09-25 16:52:21
18,ab,MNZ-001-2023,58.0639,-112.669, 2023-06-03 15:25:00,2595.0, BH, MDT, FUL,2023-09-25 16:52:21
19,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,5089.0, UC, MDT, FUL,2023-09-25 16:52:21
20,on,COC_FIRE_034,54.6507,-85.6523, 2023-07-05 11:10:00,150.0, OC, GMT, MON,2023-09-25 16:52:21
21,on,COC_FIRE_036,55.059,-86.3432, 2023-07-05 12:17:00,15.0, OC, GMT, MON,2023-09-25 16:52:21
22,on,SLK_FIRE_031,50.9728,-89.1258, 2023-06-11 18:23:00,38033.2, OC, GMT, MON,2023-09-25 16:52:21
23,bc,2023-G80220,56.2688,-119.93, 2023-05-05 21:37:00,6422.17, UC, PDT, FUL,2023-09-25 16:52:21
24,ab,HWF-130-2023,59.4662,-119.951, 2023-07-13 21:50:00,5377.0, BH, MDT, FUL,2023-09-25 16:52:21
25,yt,2023DA006,62.9679,-139.153, 2023-07-22 21:07:00,0.01, OC, PDT, FUL,2023-09-25 16:52:21
26,yt,2023MA012,63.6439,-135.242, 2023-07-21 00:23:00,1.5, UC, PDT, FUL,2023-09-25 16:52:21
27,nt,FS014-23,60.4825,-120.694, 2023-07-05 17:22:00,37.47, OC, MDT, MON,2023-09-25 16:52:21
28,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,40060.0, UC, MDT, FUL,2023-09-25 16:52:21
