,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2022-K72863,50.2812,-121.61, 2023-03-12 21:29:00,60.0, UC,2023-04-02 06:34:16+00:00
1,bc,2022-K72887,50.7116,-122.281, 2023-03-27 01:41:00,0.01, UC,2023-04-02 06:34:16+00:00
2,bc,2022-K72883,50.1404,-121.556, 2023-03-24 23:59:00,2.75, UC,2023-04-02 06:34:16+00:00
3,bc,2022-K72896,50.2871,-121.641, 2023-03-29 20:38:00,0.0, OC,2023-04-02 06:34:16+00:00
4,bc,2022-K62892,50.0504,-120.843, 2023-03-28 21:18:00,7.17, UC,2023-04-02 06:34:16+00:00
5,sk,23HB-WERFIRE,53.9424,-102.995, 2023-03-27 13:53:23,0.0, OC,2023-04-02 06:34:16+00:00
6,bc,2022-K22906,50.7798,-121.229, 2023-03-31 00:29:00,0.0, OC,2023-04-02 06:34:16+00:00
7,bc,2022-K72888,50.3334,-121.662, 2023-03-27 22:14:00,12.15, UC,2023-04-02 06:34:16+00:00
8,ab,HWF-002-2023,58.5221,-115.167, 2023-03-30 20:05:00,0.1, UC,2023-04-02 06:34:16+00:00
9,bc,2022-K62903,50.1408,-120.844, 2023-03-30 21:53:00,0.0, OC,2023-04-02 06:34:16+00:00
10,bc,2022-V72907,49.2891,-125.011, 2023-03-31 01:20:00,0.01, OC,2023-04-02 06:34:16+00:00
11,bc,2022-K62897,50.284,-121.142, 2023-03-29 21:57:00,1.0, UC,2023-04-02 06:34:16+00:00
12,bc,2022-K62891,50.2909,-121.161, 2023-03-28 00:42:00,0.2, UC,2023-04-02 06:34:16+00:00
13,bc,2022-V12901,49.373,-121.644, 2023-03-30 21:28:00,14.6, OC,2023-04-02 06:34:16+00:00
14,bc,2022-K62866,50.0922,-120.77, 2023-03-17 21:44:00,1.27, UC,2023-04-02 06:34:16+00:00
15,bc,2022-K22902,51.6232,-119.942, 2023-03-30 21:41:00,0.98, UC,2023-04-02 06:34:16+00:00
16,bc,2022-K72893,50.6176,-121.85, 2023-03-28 21:10:00,0.0, OC,2023-04-02 06:34:16+00:00
17,bc,2023-V70001,49.3553,-125.085, 2023-04-02 00:19:00,1.5, OC,2023-04-02 06:34:16+00:00
