,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,bc,2022-C52802,51.8098,-124.725, 2022-10-28 02:12:00,15.0, UC,2022-12-01 00:47:34+00:00
1,bc,2022-G92591,58.3698,-123.91, 2022-10-05 17:40:00,1500.0, BH,2022-12-01 00:47:34+00:00
2,bc,2022-G92687,57.6557,-123.448, 2022-10-13 01:01:00,900.0, BH,2022-12-01 00:47:34+00:00
3,ab,HWF-096-2022,58.8811,-114.998, 2022-09-19 20:47:00,1930.41, UC,2022-12-01 00:47:34+00:00
4,bc,2022-V72842,49.421,-125.312, 2022-11-21 16:44:00,5.2, UC,2022-12-01 00:47:34+00:00
5,bc,2022-G92640,57.7295,-123.499, 2022-10-10 00:12:00,1000.0, BH,2022-12-01 00:47:34+00:00
6,ab,GWF-085-2022,55.7867,-119.697, 2022-11-17 18:30:00,0.01, UC,2022-12-01 00:47:34+00:00
7,bc,2022-V82830,49.6469,-126.06, 2022-11-16 19:26:00,0.01, UC,2022-12-01 00:47:34+00:00
8,ab,GWF-084-2022,55.3442,-117.716, 2022-11-04 20:10:00,15.6, BH,2022-12-01 00:47:34+00:00
9,ab,MWF-081-2022,59.4595,-111.04, 2022-08-20 22:55:00,95.68, UC,2022-12-01 00:47:34+00:00
10,ab,MWF-080-2022,59.3214,-110.984, 2022-08-20 22:41:00,1969.8, UC,2022-12-01 00:47:34+00:00
11,ab,MWF-031-2022,59.031,-111.156, 2022-06-26 03:25:00,40417.7, UC,2022-12-01 00:47:34+00:00
12,bc,2022-V12834,49.2857,-121.735, 2022-11-17 19:13:00,12.0, UC,2022-12-01 00:47:34+00:00
13,bc,2022-V12833,49.2384,-121.821, 2022-11-17 16:23:00,15.0, UC,2022-12-01 00:47:34+00:00
14,pc,2022BA40,51.6035,-115.53, 2022-10-21 04:43:56,681.0, BH,2022-12-01 00:47:34+00:00
15,ab,LWF-200-2022,55.9878,-110.207, 2022-11-24 19:40:00,0.01, UC,2022-12-01 00:47:34+00:00
16,bc,2022-C52648,51.9749,-124.155, 2022-10-10 22:04:00,248.0, UC,2022-12-01 00:47:34+00:00
17,bc,2022-V62845,48.6723,-123.722, 2022-11-29 17:21:00,0.01, UC,2022-12-01 00:47:34+00:00
