,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,ab,GWF-015-2023,55.6533,-119.007, 2023-05-01 02:25:00,7.4, UC,2023-05-14 14:37:42
1,pc,2023BA2,51.1985,-115.542, 2023-04-28 23:01:35,24.0, UC,2023-05-14 14:37:42
2,ab,LWF-040-2023,55.944,-110.736, 2023-04-23 21:26:00,150.0, BH,2023-05-14 14:37:42
3,pc,2023BA3,51.2073,-115.535, 2023-05-04 19:43:17,3.3, BH,2023-05-14 14:37:42
4,ab,GWF-016-2023,55.791,-119.192, 2023-05-04 00:13:00,3.0, UC,2023-05-14 14:37:42
5,ab,MWF-010-2023,56.9355,-111.549, 2023-05-03 18:24:00,18.7, UC,2023-05-14 14:37:42
6,bc,2023-G70189,55.8808,-120.245, 2023-05-03 23:49:00,63.0, UC,2023-05-14 14:37:42
7,ab,GWF-011-2023,54.777,-118.701, 2023-04-30 00:56:00,0.8, UC,2023-05-14 14:37:42
8,ab,EWF-015-2023,53.6828,-115.948, 2023-04-29 20:20:00,46.57, UC,2023-05-14 14:37:42
9,bc,2023-N10166,49.6537,-116.035, 2023-05-02 20:04:00,3.0, UC,2023-05-14 14:37:42
10,bc,2023-C50100,52.0351,-123.177, 2023-04-27 21:19:00,209.0, UC,2023-05-14 14:37:42
11,bc,2023-V50205,49.8282,-124.131, 2023-05-04 20:58:00,1.2, UC,2023-05-14 14:37:42
12,ab,RWF-012-2023,52.4403,-115.374, 2023-04-28 16:30:00,46.0, UC,2023-05-14 14:37:42
13,ab,PWF-035-2023,56.537,-118.874, 2023-05-05 20:30:00,0.3, BH,2023-05-14 14:37:42
14,ab,WWF-017-2023,54.4422,-116.779, 2023-05-04 01:45:00,4.0, UC,2023-05-14 14:37:42
15,ab,PWF-033-2023,56.2557,-118.21, 2023-05-05 19:19:00,1.0, BH,2023-05-14 14:37:42
16,ab,PWF-037-2023,56.2736,-118.343, 2023-05-06 00:34:00,1.0, BH,2023-05-14 14:37:42
17,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,2200.0, OC,2023-05-14 14:37:42
18,ab,WWF-024-2023,54.2404,-116.057, 2023-05-06 22:37:00,3.0, UC,2023-05-14 14:37:42
19,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,8136.0, OC,2023-05-14 14:37:42
20,ab,WWF-015-2023,54.0948,-115.322, 2023-04-29 23:00:00,47.0, UC,2023-05-14 14:37:42
21,bc,2023-V50198,49.8332,-124.106, 2023-05-04 02:44:00,1.36, UC,2023-05-14 14:37:42
22,nt,SS002-23,60.0154,-112.165, 2023-05-05 22:45:00,28.5, UC,2023-05-14 14:37:42
23,ab,GWF-023-2023,55.1575,-117.331, 2023-05-06 21:14:00,1189.0, OC,2023-05-14 14:37:42
24,ab,GWF-017-2023,55.0666,-117.391, 2023-05-05 18:04:00,3765.0, OC,2023-05-14 14:37:42
25,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, BH,2023-05-14 14:37:42
26,bc,2023-G80122,56.7135,-121.082, 2023-04-29 02:53:00,154.0, UC,2023-05-14 14:37:42
27,ab,PWF-028-2023,56.4769,-116.413, 2023-05-05 02:00:00,0.8, UC,2023-05-14 14:37:42
28,ab,GWF-020-2023,55.075,-117.88, 2023-05-05 20:58:00,30.0, BH,2023-05-14 14:37:42
29,sk,23PA-LILLY,53.0138,-106.191, 2023-04-29 17:55:27,754.0, UC,2023-05-14 14:37:42
30,ab,LWF-023-2023,55.9246,-110.691, 2023-04-18 18:45:00,0.01, BH,2023-05-14 14:37:42
31,ak,Trout Creek,65.0973,-141.639, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,2023-05-14 14:37:42
32,ak,Windfall Mountain,65.0282,-141.246, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,2023-05-14 14:37:42
33,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, BH,2023-05-14 14:37:42
34,ab,GWF-022-2023,54.8389,-118.957, 2023-05-06 20:41:00,15.0, UC,2023-05-14 14:37:42
35,bc,2023-N70201,50.6099,-117.015, 2023-05-04 03:08:00,13.0, BH,2023-05-14 14:37:42
36,ab,SWF-059-2023,56.0543,-115.008, 2023-05-04 22:00:00,1036.0, OC,2023-05-14 14:37:42
37,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,69074.0, OC,2023-05-14 14:37:42
38,bc,2023-G70124,55.8354,-121.848, 2023-04-29 05:31:00,120.0, UC,2023-05-14 14:37:42
39,sk,23BN-BRIR01,55.9044,-108.914, 2023-05-01 13:48:10,36.0, OC,2023-05-14 14:37:42
40,ab,EWF-038-2023,53.6919,-116.081, 2023-05-06 02:40:00,1.2, BH,2023-05-14 14:37:42
41,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,22220.0, OC,2023-05-14 14:37:42
42,ab,PWF-040-2023,57.9487,-117.495, 2023-05-09 19:43:00,3.02, UC,2023-05-14 14:37:42
43,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,16680.0, OC,2023-05-14 14:37:42
44,bc,2023-K40216,50.8495,-118.542, 2023-05-05 19:06:00,12.5, UC,2023-05-14 14:37:42
45,ns,02-008-2023,44.1632,-64.6656, 2023-05-10 20:00:00,0.25, UC,2023-05-14 14:37:42
46,ab,MWF-013-2023,57.241,-112.033, 2023-05-09 20:47:00,0.53, UC,2023-05-14 14:37:42
47,sk,23DN-LL01,53.9271,-109.232, 2023-05-06 14:07:33,4.4, UC,2023-05-14 14:37:42
48,bc,2023-G80262,56.7374,-122.604, 2023-05-10 20:04:00,2.0, OC,2023-05-14 14:37:42
49,bc,2023-G70226,56.0829,-120.708, 2023-05-05 23:49:00,3.4, UC,2023-05-14 14:37:42
50,ab,SWF-068-2023,55.8778,-116.408, 2023-05-05 19:12:00,38716.0, OC,2023-05-14 14:37:42
51,ab,PWF-036-2023,56.5305,-118.855, 2023-05-05 20:30:00,13.0, BH,2023-05-14 14:37:42
52,ns,04-019-2023,43.871,-65.9631, 2023-05-10 19:00:00,0.01, UC,2023-05-14 14:37:42
53,sk,23LX-COOPER,55.2588,-107.218, 2023-05-10 15:24:48,0.1, OC,2023-05-14 14:37:42
54,ab,LWF-090-2023,54.8273,-113.587, 2023-05-04 19:18:00,0.16, UC,2023-05-14 14:37:42
55,pc,2023WL2,49.0793,-113.844, 2023-04-29 16:56:15,240.0, UC,2023-05-14 14:37:42
56,ab,EWF-035-2023,53.8368,-115.783, 2023-05-05 20:03:00,5332.0, OC,2023-05-14 14:37:42
57,ab,PWF-038-2023,56.3832,-116.808, 2023-05-06 05:24:00,6207.0, OC,2023-05-14 14:37:42
58,ns,0-006-2023,45.0861,-62.868, 2023-05-10 19:00:00,0.01, UC,2023-05-14 14:37:42
