,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,ab,GWF-015-2023,55.6533,-119.007, 2023-05-01 02:25:00,7.4, UC,2023-05-12 18:36:59
1,pc,2023BA2,51.1985,-115.542, 2023-04-28 23:01:35,24.0, UC,2023-05-12 18:36:59
2,ab,WWF-021-2023,54.6023,-116.283, 2023-05-04 17:09:00,0.01, UC,2023-05-12 18:36:59
3,ab,LWF-040-2023,55.944,-110.736, 2023-04-23 21:26:00,150.0, BH,2023-05-12 18:36:59
4,pc,2023BA3,51.2073,-115.535, 2023-05-04 19:43:17,3.3, BH,2023-05-12 18:36:59
5,ab,GWF-016-2023,55.791,-119.192, 2023-05-04 00:13:00,3.0, UC,2023-05-12 18:36:59
6,ab,MWF-010-2023,56.9355,-111.549, 2023-05-03 18:24:00,18.7, UC,2023-05-12 18:36:59
7,ab,PWF-030-2023,56.4765,-116.418, 2023-05-05 04:40:00,0.5, UC,2023-05-12 18:36:59
8,bc,2023-G70189,55.8808,-120.245, 2023-05-03 23:49:00,63.0, UC,2023-05-12 18:36:59
9,ab,PWF-031-2023,56.4923,-116.503, 2023-05-05 11:50:00,0.25, UC,2023-05-12 18:36:59
10,ab,PWF-025-2023,56.2657,-117.33, 2023-05-03 22:38:00,1.8, UC,2023-05-12 18:36:59
11,ab,GWF-011-2023,54.777,-118.701, 2023-04-30 00:56:00,0.8, UC,2023-05-12 18:36:59
12,ab,GWF-021-2023,54.592,-118.305, 2023-05-05 20:50:00,0.01, UC,2023-05-12 18:36:59
13,ab,EWF-015-2023,53.6828,-115.948, 2023-04-29 20:20:00,46.57, UC,2023-05-12 18:36:59
14,ab,PWF-029-2023,56.3787,-119.316, 2023-05-05 03:06:00,0.1, BH,2023-05-12 18:36:59
15,bc,2023-G30213,52.999,-119.303, 2023-05-05 03:49:00,0.01, UC,2023-05-12 18:36:59
16,bc,2023-N10166,49.6537,-116.035, 2023-05-02 20:04:00,3.0, UC,2023-05-12 18:36:59
17,bc,2023-C50100,52.0351,-123.177, 2023-04-27 21:19:00,209.0, UC,2023-05-12 18:36:59
18,bc,2023-V50205,49.8282,-124.131, 2023-05-04 20:58:00,1.2, UC,2023-05-12 18:36:59
19,ab,RWF-012-2023,52.4403,-115.374, 2023-04-28 16:30:00,46.0, UC,2023-05-12 18:36:59
20,bc,2023-G40218,53.9965,-123.819, 2023-05-05 21:07:00,0.2, UC,2023-05-12 18:36:59
21,ab,EWF-025-2023,53.4829,-115.224, 2023-05-02 20:26:00,1.8, UC,2023-05-12 18:36:59
22,ab,PWF-035-2023,56.537,-118.874, 2023-05-05 20:30:00,0.3, BH,2023-05-12 18:36:59
23,ab,PMD-002-2023,56.1576,-118.106, 2023-05-02 00:18:00,2.5, BH,2023-05-12 18:36:59
24,ab,WWF-017-2023,54.4422,-116.779, 2023-05-04 01:45:00,4.0, UC,2023-05-12 18:36:59
25,ab,PWF-033-2023,56.2557,-118.21, 2023-05-05 19:19:00,1.0, BH,2023-05-12 18:36:59
26,ab,PWF-037-2023,56.2736,-118.343, 2023-05-06 00:34:00,1.0, BH,2023-05-12 18:36:59
27,ab,RWF-040-2023,52.8087,-116.204, 2023-05-05 20:45:00,2200.0, OC,2023-05-12 18:36:59
28,ab,WWF-024-2023,54.2404,-116.057, 2023-05-06 22:37:00,3.0, UC,2023-05-12 18:36:59
29,ab,LWF-091-2023,54.5023,-113.654, 2023-05-04 22:50:00,200.0, BH,2023-05-12 18:36:59
30,sk,23LF-ROCKY,53.7017,-104.596, 2023-05-02 14:27:34,882.0, UC,2023-05-12 18:36:59
31,ab,SWF-057-2023,55.0343,-115.148, 2023-05-04 18:04:00,8136.0, OC,2023-05-12 18:36:59
32,ab,WWF-015-2023,54.0948,-115.322, 2023-04-29 23:00:00,47.0, UC,2023-05-12 18:36:59
33,bc,2023-V50198,49.8332,-124.106, 2023-05-04 02:44:00,1.36, UC,2023-05-12 18:36:59
34,ab,RWF-039-2023,52.8328,-114.919, 2023-05-05 20:45:00,2.5, UC,2023-05-12 18:36:59
35,nt,SS002-23,60.0154,-112.165, 2023-05-05 22:45:00,28.5, UC,2023-05-12 18:36:59
36,bc,2023-G70131,55.4533,-120.059, 2023-04-29 21:10:00,10.0, UC,2023-05-12 18:36:59
37,ab,GWF-023-2023,55.1575,-117.331, 2023-05-06 21:14:00,1189.0, OC,2023-05-12 18:36:59
38,ab,LCU-003-2023,54.8075,-113.08, 2023-05-03 22:55:00,2553.1, BH,2023-05-12 18:36:59
39,ab,GWF-017-2023,55.0666,-117.391, 2023-05-05 18:04:00,3765.0, OC,2023-05-12 18:36:59
40,ab,GWF-019-2023,54.7357,-119.033, 2023-05-05 20:57:00,8362.0, OC,2023-05-12 18:36:59
41,bc,2023-G80122,56.7135,-121.082, 2023-04-29 02:53:00,154.0, UC,2023-05-12 18:36:59
42,bc,2023-G80190,56.3376,-121.101, 2023-05-03 23:46:00,60.0, UC,2023-05-12 18:36:59
43,ab,WWF-023-2023,54.3939,-116.341, 2023-05-05 20:03:00,21568.0, OC,2023-05-12 18:36:59
44,ab,PWF-028-2023,56.4769,-116.413, 2023-05-05 02:00:00,0.8, UC,2023-05-12 18:36:59
45,ab,GWF-020-2023,55.075,-117.88, 2023-05-05 20:58:00,30.0, BH,2023-05-12 18:36:59
46,sk,23PA-LILLY,53.0138,-106.191, 2023-04-29 17:55:27,754.0, UC,2023-05-12 18:36:59
47,ak,DTAE Willis Rx,63.9873,-145.748, 2023-04-21 00:00:00,68.8, Pre,2023-05-12 18:36:59
48,ab,WWF-020-2023,54.5988,-116.386, 2023-05-04 16:57:00,0.01, UC,2023-05-12 18:36:59
49,ab,LWF-023-2023,55.9246,-110.691, 2023-04-18 18:45:00,0.01, BH,2023-05-12 18:36:59
50,ab,SWF-072-2023,55.296,-116.671, 2023-05-08 22:25:00,0.01, BH,2023-05-12 18:36:59
51,ak,Trout Creek,65.0973,-141.639, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,2023-05-12 18:36:59
52,ak,DTAE Bolio Rx,63.8623,-145.903, 2023-04-21 00:00:00,364.22, Pre,2023-05-12 18:36:59
53,ak,Windfall Mountain,65.0282,-141.246, 2023-05-08 00:00:00,0.04, Unstaffed/Uncontaine,2023-05-12 18:36:59
54,bc,2023-G30210,53.2884,-120.071, 2023-05-05 00:01:00,1100.0, BH,2023-05-12 18:36:59
55,ab,PWF-034-2023,56.5452,-119.479, 2023-05-05 19:33:00,370.0, BH,2023-05-12 18:36:59
56,ab,GWF-022-2023,54.8389,-118.957, 2023-05-06 20:41:00,15.0, UC,2023-05-12 18:36:59
57,bc,2023-N70201,50.6099,-117.015, 2023-05-04 03:08:00,13.0, BH,2023-05-12 18:36:59
58,ab,SWF-059-2023,56.0543,-115.008, 2023-05-04 22:00:00,1036.0, OC,2023-05-12 18:36:59
59,ab,SWF-063-2023,54.9577,-115.681, 2023-05-04 22:05:00,69074.0, OC,2023-05-12 18:36:59
60,ab,HWF-042-2023,58.4202,-116.123, 2023-05-06 18:53:00,181.7, BH,2023-05-12 18:36:59
61,bc,2023-G70124,55.8354,-121.848, 2023-04-29 05:31:00,120.0, UC,2023-05-12 18:36:59
62,sk,23LX-SCRUB2,55.1499,-107.617, 2023-05-08 17:43:07,0.0, OC,2023-05-12 18:36:59
63,sk,23BN-BRIR01,55.9044,-108.914, 2023-05-01 13:48:10,36.0, OC,2023-05-12 18:36:59
64,ab,EWF-038-2023,53.6919,-116.081, 2023-05-06 02:40:00,1.2, BH,2023-05-12 18:36:59
65,ab,SWF-064-2023,54.896,-116.1, 2023-05-04 23:03:00,22220.0, OC,2023-05-12 18:36:59
66,ab,PWF-040-2023,57.9487,-117.495, 2023-05-09 19:43:00,3.02, UC,2023-05-12 18:36:59
67,ns,02-008-2023,44.1632,-64.6656, 2023-05-10 20:00:00,0.25, UC,2023-05-12 18:36:59
68,bc,2023-K40216,50.8495,-118.542, 2023-05-05 19:06:00,12.5, UC,2023-05-12 18:36:59
69,ab,SWF-060-2023,55.9564,-115.056, 2023-05-04 22:09:00,16680.0, OC,2023-05-12 18:36:59
70,ab,MWF-013-2023,57.241,-112.033, 2023-05-09 20:47:00,0.53, UC,2023-05-12 18:36:59
71,sk,23DN-LL01,53.9271,-109.232, 2023-05-06 14:07:33,4.4, UC,2023-05-12 18:36:59
72,bc,2023-V50257,49.6196,-124.405, 2023-05-10 21:11:00,0.05, UC,2023-05-12 18:36:59
